PHASE I,,
Healthy Adults,,
2024,"BMS CN0120030: Randomized, Double-blind, Placebo-controlled Study to Assess the Safety, Tolerability and Pharmacokinetics of Multiple Doses of Dual-burst Release of Xanomeline with Immediate-Release Trospium Chloride versus KarXT in Healthy Adult and Elderly Participants of Japanese Ethnicity (Part 1) and an Open-label Study to Assess the Effect of Omeprazole on the Pharmacokinetics of Dual-burst Release of Xanomeline with Immediate-Release Trospium Chloride in Healthy Adult Participants (Part 2)","BMS: Randomized, Double-blind, Placebo-controlled Study to Assess the Safety, Tolerability and Pharmacokinetics of Multiple Doses of Dual-burst Release of XXX with Immediate-Release XXX Chloride versus XXX in Healthy Adult and Elderly Participants of Japanese Ethnicity (Part 1) and an Open-label Study to Assess the Effect of Omeprazole on the Pharmacokinetics of Dual-burst Release of XXX with Immediate-Release XXX Chloride in Healthy Adult Participants (Part 2)"
2024,"BMS IM027-1035: An Open-label, Randomized, 2-Part, 4-Period, 2-Sequence, Fully Replicated Crossover Study to Assess the Comparative Bioavailability of BMS-986278 To-be-marketed Formulation Compared to the Phase 3 Clinical Trial Formulation in Healthy Participants","BMS: An Open-label, Randomized, 2-Part, 4-Period, 2-Sequence, Fully Replicated Crossover Study to Assess the Comparative Bioavailability of XXX To-be-marketed Formulation Compared to the Phase 3 Clinical Trial Formulation in Healthy Participants"
2024,"ECCOGENE EC0007: A Phase 1, Open Label, Fixed Sequence Study to Evaluate the Effect of XXXX on the Single Dose Pharmacokinetics of Atorvastatin, Rosuvastatin, Digoxin and Midazolam in Healthy Participants","ECCOGENE: A Phase 1, Open Label, Fixed Sequence Study to Evaluate the Effect of XXXX on the Single Dose Pharmacokinetics of XXX, XXX, XXX and XXX in Healthy Participants"
2024,ELI LILLY AND COMPANY I6T-MC-AMCB: A Bioequivalence Study of Subcutaneous Injections of Citrate-Free XXXX solution Using a 1mL Autoinjector and an Investigational 2mL Autoinjector in Healthy Participants,ELI LILLY AND COMPANY: A Bioequivalence Study of Subcutaneous Injections of Citrate-Free XXXX solution Using a 1mL Autoinjector and an Investigational 2mL Autoinjector in Healthy Participants
2024,"GILEAD GS-US-200-5585: A Phase 1, Single-Dose Study to Evaluate the Pharmacokinetics (PK), Safety, and Tolerability of Oral Lenacapavir (LEN) in Healthy Japanese Participants","GILEAD: A Phase 1, Single-Dose Study to Evaluate the Pharmacokinetics (PK), Safety, and Tolerability of Oral XXX in Healthy Japanese Participants"
2024,"GILEAD GS-US-200-6718: A Phase 1a Study to Evaluate the Safety, Tolerability, and Pharmacokinetics (PK) of Different Formulations of Subcutaneous and/or Intramuscular XXXX in Healthy Participants","GILEAD: A Phase 1a Study to Evaluate the Safety, Tolerability, and Pharmacokinetics (PK) of Different Formulations of Subcutaneous and/or Intramuscular XXXX in Healthy Participants"
2024,"PFIZER C3421086: A Two-Part Phase 1, Open- Label, Fixed-Sequence Study to Evaluate the Multiple Dose Pharmacokinetics of Danuglipron Following Oral Administration and the Effects of Steady-State Danuglipron on the Pharmacokinetics of Single Oral Dose of Atorvastatin and Rosuvastatin in Otherwise Healthy Adult Participants with Overweight or Obesity","PFIZER: A Two-Part Phase 1, Open- Label, Fixed-Sequence Study to Evaluate the Multiple Dose Pharmacokinetics of XXX Following Oral Administration and the Effects of Steady-State XXX on the Pharmacokinetics of Single Oral Dose of XXX and XXX in Otherwise Healthy Adult Participants with Overweight or Obesity"
2024,"UCB UPO142: A Single-Center, Randomized, Investigator- And Participant-Blind, Placebo-Controlled, Phase 1 Study to Evaluate Safety, Tolerability, And Pharmacokinetics After a Single Dose of Donzakimig in Healthy Chinese and Japanese Participants","UCB: A Single-Center, Randomized, Investigator- And Participant-Blind, Placebo-Controlled, Phase 1 Study to Evaluate Safety, Tolerability, And Pharmacokinetics After a Single Dose of XXX in Healthy Chinese and Japanese Participants"
2023,ABBVIE M24-696: A Phase 1 Pharmacokinetic Comparability Study in Healthy Subjects to Evaluate the Relative Bioavailability of Risankizumab Vials Manufactured by Two Different Processes,ABBVIE: A Phase 1 Pharmacokinetic Comparability Study in Healthy Subjects to Evaluate the Relative Bioavailability of Risankizumab Vials Manufactured by Two Different Processes
2023,"ONENESS FB825CLPK01: A Randomized, Placebo-Controlled, Double-Blind, Phase 1 Study to Evaluate the Safety and Bridging Pharmacokinetics Profile of XXXX for Single Subcutaneous Administration in Healthy Adults             ","ONENESS: A Randomized, Placebo-Controlled, Double-Blind, Phase 1 Study to Evaluate the Safety and Bridging Pharmacokinetics Profile of XXXX for Single Subcutaneous Administration in Healthy Adults             "
2023,"PFIZER C3421074: A Phase 1, Open-Label, Randomized Study with a 5-Period, 4-Sequence, Crossover Design to Compare the Single Dose P150harmacokinetics Between Immediate and Modified Release Formulations of XXXX Administered Orally to Healthy Adult Participants ","PFIZER: A Phase 1, Open-Label, Randomized Study with a 5-Period, 4-Sequence, Crossover Design to Compare the Single Dose P150harmacokinetics Between Immediate and Modified Release Formulations of XXXX Administered Orally to Healthy Adult Participants "
2023,"VIATRIS PERT-IJS-1001: A Randomized, Double-Blind, 3-arm Parallel Phase 1 Study to Assess Pharmacokinetics, Safety and Tolerability of XXXX Following a Single Dose of 420 mg Intravenous Infusion Compared to the EU and US Marketed Drug Product (Perjeta®) in Healthy Male Volunteers ","VIATRIS: A Randomized, Double-Blind, 3-arm Parallel Phase 1 Study to Assess Pharmacokinetics, Safety and Tolerability of XXXX Following a Single Dose of 420 mg Intravenous Infusion Compared to the EU and US Marketed Drug Product (Perjeta®) in Healthy Male Volunteers "
2022,ABBVIE M23-522: A Phase 1 Study in Healthy Subjects to Evaluate the Bioavailability of XXXX 150 mg/mL Formulation in the 180 mg Prefilled Syringe Relative to 90 mg/mL Formulation in the 90 mg Prefilled Syringe,ABBVIE: A Phase 1 Study in Healthy Subjects to Evaluate the Bioavailability of XXXX 150 mg/mL Formulation in the 180 mg Prefilled Syringe Relative to 90 mg/mL Formulation in the 90 mg Prefilled Syringe
2022,"BRISTOL-MYERS QUIBB IM032-030: An Open-Label, Single-Sequence, Crossover Study to Investigate the Interaction of Multiple Doses of XXXX at Steady State and Multiple Doses of a Combined Oral Hormonal Contraceptive (XXXX XXXX/XXXX) in Healthy Female Participants  ","BRISTOL-MYERS QUIBB: An Open-Label, Single-Sequence, Crossover Study to Investigate the Interaction of Multiple Doses of XXXX at Steady State and Multiple Doses of a Combined Oral Hormonal Contraceptive (XXXX XXXX/XXXX) in Healthy Female Participants  "
2022,"ABBVIE M20-974: Assessment of Multiple-Dose Pharmacokinetics and Safety of the Co-administration of XXXX, XXXX and XXXX, and Potential of XXXX for CYP3A Induction in Healthy Volunteers  ","ABBVIE: Assessment of Multiple-Dose Pharmacokinetics and Safety of the Co-administration of XXXX, XXXX and XXXX, and Potential of XXXX for CYP3A Induction in Healthy Volunteers  "
2022,"EISAI BAN-2401-A001-005: An Open-Label, Parallel-Group, Randomized Study to Demonstrate the Bioequivalence of the Subcutaneous Formulation of XXXX Supplied in Vials and a Single Use Auto-Injector","EISAI: An Open-Label, Parallel-Group, Randomized Study to Demonstrate the Bioequivalence of the Subcutaneous Formulation of XXXX Supplied in Vials and a Single Use Auto-Injector"
2022,"BRISTOL-MYERS SQUIBB IM042003: A Phase I, Open-Label, Randomized, Two-part Parallel Study to Compare the Pharmacokinetics of Single Subcutaneous Injections of XXXX (also known as XXXX and XXXX) Administered using Autoinjector versus using Prefilled Syringe, and to Evaluate the Pharmacokinetics of XXXX When Administered by Autoinjector at Different Injection Sites, in Healthy Participants.","BRISTOL-MYERS SQUIBB: A Phase I, Open-Label, Randomized, Two-part Parallel Study to Compare the Pharmacokinetics of Single Subcutaneous Injections of XXXX (also known as XXXX and XXXX) Administered using Autoinjector versus using Prefilled Syringe, and to Evaluate the Pharmacokinetics of XXXX When Administered by Autoinjector at Different Injection Sites, in Healthy Participants."
2022,BRAINTREE BLI4700-103: Examination of Gastric Mucosal Abnormalities Before and After Bowel Preparation,BRAINTREE: Examination of Gastric Mucosal Abnormalities Before and After Bowel Preparation
2022,"PFIZER C1221007: A Phase 1, Open-Label, Randomized, Single Dose, 2-Way Crossover Study Assessing Pharmacokinetic Comparability Of Two XXXX Presentations, On-Body Injector And Prefilled Syringe, In Healthy Participants ","PFIZER: A Phase 1, Open-Label, Randomized, Single Dose, 2-Way Crossover Study Assessing Pharmacokinetic Comparability Of Two XXXX Presentations, On-Body Injector And Prefilled Syringe, In Healthy Participants "
2021,"AMGEN, INC. 20200359: An Open-Label, Randomized, Single-Dose, Parallel-Group Study in Healthy Subjects to Assess the Comparability of a Single Subcutaneous Dose of XXXX When Delivered Manually From A Prefilled Syringe Versus Delivered by an Autoinjector. ","AMGEN, INC.: An Open-Label, Randomized, Single-Dose, Parallel-Group Study in Healthy Subjects to Assess the Comparability of a Single Subcutaneous Dose of XXXX When Delivered Manually From A Prefilled Syringe Versus Delivered by an Autoinjector. "
2021,"BIOGEN 221HV103: A Randomized, Open-Label, Parallel-Arm Study to Assess the Absolute Bioavailability of a Single, Fixed Subcutaneous Dose of XXXX (XXXX) Compared to a Single, Weight-Based Intravenous Dose in Healthy Volunteers. ","BIOGEN: A Randomized, Open-Label, Parallel-Arm Study to Assess the Absolute Bioavailability of a Single, Fixed Subcutaneous Dose of XXXX (XXXX) Compared to a Single, Weight-Based Intravenous Dose in Healthy Volunteers. "
2021,"BIOGEN 271HV101: A Phase 1, Randomized, Blinded, Placebo-Controlled, Single and Multiple-Ascending Dose Study of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of XXXX in Healthy Adults. ","BIOGEN: A Phase 1, Randomized, Blinded, Placebo-Controlled, Single and Multiple-Ascending Dose Study of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of XXXX in Healthy Adults. "
2021,"CELGENE INTERNATIONAL RPC-1063-CP-005: A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Active-Controlled (XXXX), Comparator-Controlled (XXXX), Multiple-Dose, Parallel-Group Study to Investigate the Pressor Effect of Oral XXXX During XXXX Treatment in Healthy Adult Subjects.","CELGENE INTERNATIONAL: A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Active-Controlled (XXXX), Comparator-Controlled (XXXX), Multiple-Dose, Parallel-Group Study to Investigate the Pressor Effect of Oral XXXX During XXXX Treatment in Healthy Adult Subjects."
2021,"ELI LILLY & COMPANY J3E-MC-EZDA: A Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of XXXX in Healthy Participants.   ","ELI LILLY & COMPANY: A Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of XXXX in Healthy Participants.   "
2021,"GILEAD SCIENCES, INC. GS-US-563-6148: A Phase 1 Study to Evaluate the Potential Drug-Drug Interaction Between XXXX (XXX) and XXXX (XXX).","GILEAD SCIENCES, INC.: A Phase 1 Study to Evaluate the Potential Drug-Drug Interaction Between XXXX (XXX) and XXXX (XXX)."
2021,"GLAXOSMITHKLINE 213022: A Two-Part, Randomized, Double-Blind, Single-Dose, Crossover Study To Compare Formulations Produced By Two Methods Of Manufacture For Bioequivalence And Dissolution In Healthy Adult Volunteers            ","GLAXOSMITHKLINE: A Two-Part, Randomized, Double-Blind, Single-Dose, Crossover Study To Compare Formulations Produced By Two Methods Of Manufacture For Bioequivalence And Dissolution In Healthy Adult Volunteers            "
2020,"ABBVIE M19-128: A Phase 1, Pharmacokinetic Comparability Study of Intravenous and Subcutaneous Administration of XXXX in Healthy Subjects","ABBVIE: A Phase 1, Pharmacokinetic Comparability Study of Intravenous and Subcutaneous Administration of XXXX in Healthy Subjects"
2020,"ASTRAZENECA D822FC00008: A Phase I, Open-label, Randomized, Single-dose Study of XXXX in Healthy Subjects to Evaluate the Effect of Proton-pump Inhibitor (XXXX) on XXXX Capsule when Administered Orally with COCA-COLA. ","ASTRAZENECA: A Phase I, Open-label, Randomized, Single-dose Study of XXXX in Healthy Subjects to Evaluate the Effect of Proton-pump Inhibitor (XXXX) on XXXX Capsule when Administered Orally with COCA-COLA. "
 ,,
2020,"GENERON CORP. GC-652-03: A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of XXXX in Healthy Male Subjects. ","GENERON CORP.: A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of XXXX in Healthy Male Subjects. "
 ,,
2020,"GLAXOSMITHKLINE 209635: A Phase 1, Randomized, Double-Blind, Single Ascending Dose Study to Determine the Safety and Tolerability, Pharmacokinetics and Pharmacodynamics of XXXX Administered Subcutaneously in Healthy Participants","GLAXOSMITHKLINE: A Phase 1, Randomized, Double-Blind, Single Ascending Dose Study to Determine the Safety and Tolerability, Pharmacokinetics and Pharmacodynamics of XXXX Administered Subcutaneously in Healthy Participants"
 ,,
2020,"POLPHARMA PB006-01-03: A Phase 1, Single Dose, Randomized, Double-Blind Parallel Group Study to Compare the Pharmacokinetics and Pharmacodynamics of XXXX with XXXX in Healthy Subjects.","POLPHARMA: A Phase 1, Single Dose, Randomized, Double-Blind Parallel Group Study to Compare the Pharmacokinetics and Pharmacodynamics of XXXX with XXXX in Healthy Subjects."
2019,"BMS IM026002: A phase I ,A Randomized, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Immunologic Effects of XXXXX, and a Relative Bioavailability Study in Healthy Participants  ","BMS: A phase I ,A Randomized, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Immunologic Effects of XXXXX, and a Relative Bioavailability Study in Healthy Participants  "
Cardiovascular,,
2023,"BRISTOL-MYERS SQUIBB CV028-1012: A Phase 1, Open-label, Randomized, Single-dose, 3-Period, 3-Sequence Crossover Study to Assess the Relative Bioavailability of the Intended Commercial Formulation Versus the Precious MyoKardia Formulation of XXXX and to Assess the Effect of Food on the Pharmacokinetics of the Intended Commercial Formulation in Healthy Adult Participants  ","BRISTOL-MYERS SQUIBB: A Phase 1, Open-label, Randomized, Single-dose, 3-Period, 3-Sequence Crossover Study to Assess the Relative Bioavailability of the Intended Commercial Formulation Versus the Precious MyoKardia Formulation of XXXX and to Assess the Effect of Food on the Pharmacokinetics of the Intended Commercial Formulation in Healthy Adult Participants  "
2023,"BRISTOL-MYERS SQUIBB CV027-1052: An Open-label, Randomized, Single-dose, Three-way Crossover Study to Establish Bioequivalence of 5 mg XXXX Capsule 1 and 5 × 1 mg XXXX Capsule 2 to 5 mg XXXX Capsule 2 in Healthy Participants ","BRISTOL-MYERS SQUIBB: An Open-label, Randomized, Single-dose, Three-way Crossover Study to Establish Bioequivalence of 5 mg XXXX Capsule 1 and 5 × 1 mg XXXX Capsule 2 to 5 mg XXXX Capsule 2 in Healthy Participants "
2023,"PFIZER C5001001: A Phase 1, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Escalating Doses of XXXX in Healthy Adult Participants and Repeat Doses in Participants with Pulmonary Arterial Hypertension  ","PFIZER: A Phase 1, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Escalating Doses of XXXX in Healthy Adult Participants and Repeat Doses in Participants with Pulmonary Arterial Hypertension  "
2021,"AMGEN, INC. 20180224: A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AMG XXXX in Subjects with Obesity. ","AMGEN, INC.: A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AMG XXXX in Subjects with Obesity. "
2021,"BRISTOL-MYERS SQUIBB RESEARCH AND DEVELOPMENT MB130101: An Open-label, Randomized, Two-Period Cross-over Study to Investigate the Relative Bioavailability of XXXX in Healthy, Overweight, and Obese Participants Following Subcutaneous Administration with Auto-injector Versus Pre-filled Syringe. ","BRISTOL-MYERS SQUIBB RESEARCH AND DEVELOPMENT: An Open-label, Randomized, Two-Period Cross-over Study to Investigate the Relative Bioavailability of XXXX in Healthy, Overweight, and Obese Participants Following Subcutaneous Administration with Auto-injector Versus Pre-filled Syringe. "
Dermatology,,
2024,"ELI LILLY AND COMPANY J4L-MC-KMAA: a Phase I, Multicenter, Randomized, Placebo-Controlled, Double-Blind, Single-Ascending Dose Study of XXXX in Healthy Participants, a Multiple-Ascending Dose Study of XXXX in Patients with Atopic Dermatitis, and an Open-Label Multiple-Dose Evaluation of the Safety and Tolerability of Prednisone in Health Participants.","ELI LILLY AND COMPANY: a Phase I, Multicenter, Randomized, Placebo-Controlled, Double-Blind, Single-Ascending Dose Study of XXXX in Healthy Participants, a Multiple-Ascending Dose Study of XXXX in Patients with Atopic Dermatitis, and an Open-Label Multiple-Dose Evaluation of the Safety and Tolerability of Prednisone in Health Participants."
2024,"PFIZER C4991001: A Phase 1, First in Human, Randomized, Double-Blind, Sponsor open, Placebo-Controlled, Single- and Multiple Dose Escalation, Parallel Group Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Pf-07832837 in Healthy Participants and Participants with Moderate to Severe Atopic Dermatitis","PFIZER: A Phase 1, First in Human, Randomized, Double-Blind, Sponsor open, Placebo-Controlled, Single- and Multiple Dose Escalation, Parallel Group Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of in Healthy Participants and Participants with Moderate to Severe Atopic Dermatitis"
2023,ABBIVE M24-696: A Phase 1 Pharmacokinetic Comparability Study in Healthy Subjects to Evaluate the Relative Bioavailability of XXXX in Vials Manufactured by Two Different Processes. ,ABBIVE: A Phase 1 Pharmacokinetic Comparability Study in Healthy Subjects to Evaluate the Relative Bioavailability of XXXX in Vials Manufactured by Two Different Processes. 
2020,"PFIZER C4461001: A Phase 1 First In Human, Randomized, Double Blind, Sponsor Open, Placebo-Controlled, Single- and Multiple Dose Escalation, Parallel Group Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of XXXX in Healthy Participants and Participants with Atopic Dermatitis.","PFIZER: A Phase 1 First In Human, Randomized, Double Blind, Sponsor Open, Placebo-Controlled, Single- and Multiple Dose Escalation, Parallel Group Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of XXXX in Healthy Participants and Participants with Atopic Dermatitis."
2019," AbbVie M17-238: A Randomized, Double-Blind, Placebo-Controlled, Multiple-Dose Study to Evaluate the Pharmacokinetics, Safety and Tolerability of XXXXX in Healthy Volunteers and in Subjects with Chronic Plaque Psoriasis. "," AbbVie: A Randomized, Double-Blind, Placebo-Controlled, Multiple-Dose Study to Evaluate the Pharmacokinetics, Safety and Tolerability of XXXXX in Healthy Volunteers and in Subjects with Chronic Plaque Psoriasis. "
2019,"AbbVie M15-999: A Phase 2-4 Study, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Safety and Efficacy of the XXXXX Using a New Formulation for the Treatment of Adult Subjects with Moderate to Severe Plaque Psoriasis.","AbbVie: A Phase 2-4 Study, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Safety and Efficacy of the XXXXX Using a New Formulation for the Treatment of Adult Subjects with Moderate to Severe Plaque Psoriasis."
 ,,
Endocrinology/Metabolic,,
2025,"AMGEN INC. 20230259 (777790): A Phase 1, Open-Label, Randomized, Parallel-group Study to Assess the Relative Bioavailability of Maridebart Cafraglutide (AMG 133) As Two Subcutaneous Presentations in Participants Living With Overweight or Obesity","AMGEN INC.: A Phase 1, Open-Label, Randomized, Parallel-group Study to Assess the Relative Bioavailability of XXX (XXX) As Two Subcutaneous Presentations in Participants Living With Overweight or Obesity"
